sample_id,image_path,split,symmetry_error,face_aspect_ratio,midface_length_ratio,lowerface_length_ratio,jaw_width_ratio,jaw_angle_sharpness,chin_length_ratio,chin_width_ratio,cheekbone_width_ratio,lower_cheek_ratio,eye_openness_ratio,eye_size_ratio,eye_spacing_ratio,eye_tilt_deg,brow_height_ratio,brow_tilt_deg,nose_width_ratio,nose_length_ratio,nose_tip_deviation_ratio,mouth_width_ratio,mouth_corner_tilt_deg,lip_thickness_ratio,upper_lip_ratio,philtrum_ratio,y_symmetry_error,y_face_aspect_ratio,y_midface_length_ratio,y_lowerface_length_ratio,y_jaw_width_ratio,y_jaw_angle_sharpness,y_chin_length_ratio,y_chin_width_ratio,y_cheekbone_width_ratio,y_lower_cheek_ratio,y_eye_openness_ratio,y_eye_size_ratio,y_eye_spacing_ratio,y_eye_tilt_deg,y_brow_height_ratio,y_brow_tilt_deg,y_nose_width_ratio,y_nose_length_ratio,y_nose_tip_deviation_ratio,y_mouth_width_ratio,y_mouth_corner_tilt_deg,y_lip_thickness_ratio,y_upper_lip_ratio,y_philtrum_ratio,label_method,consent_flag,source
syn_0056,data/raw/images/syn_0056.jpg,train,0.030687,0.612920,0.315234,0.370646,0.883795,111.672938,0.127242,0.236647,0.961999,0.690133,0.293086,0.105983,0.907380,5.374178,0.073426,5.363853,0.233079,0.311252,0.011900,0.425418,-0.602494,0.030540,0.059862,0.042403,high,low,high,ok,ok,ok,ok,ok,high,low,ok,ok,low,ok,ok,ok,low,ok,ok,low,low,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0057,data/raw/images/syn_0057.jpg,train,0.019464,0.707640,0.307277,0.348237,0.866173,118.582010,0.133232,0.228276,0.942518,0.774186,0.282592,0.116764,1.049999,5.252768,0.084471,7.095775,0.273527,0.311621,0.013216,0.471760,1.541067,0.030409,0.056403,0.054051,ok,ok,high,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0058,data/raw/images/syn_0058.jpg,train,0.001000,0.775572,0.287658,0.413924,0.870467,120.261599,0.173460,0.235512,0.934400,0.972863,0.269860,0.124230,1.310104,1.182473,0.059180,2.271737,0.278678,0.325025,0.019415,0.412322,4.014648,0.041578,0.053832,0.055391,low,high,ok,high,ok,ok,high,ok,ok,high,ok,ok,high,low,low,low,ok,ok,ok,low,high,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0059,data/raw/images/syn_0059.jpg,train,0.026107,0.742029,0.305679,0.305696,0.867776,103.450320,0.158938,0.241209,0.915059,0.797808,0.186609,0.141448,0.979909,4.451679,0.102307,4.973998,0.301903,0.304963,0.012282,0.507802,-1.617564,0.036753,0.055738,0.067435,high,ok,ok,low,ok,low,ok,ok,ok,ok,low,high,ok,ok,high,low,high,ok,ok,ok,low,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0060,data/raw/images/syn_0060.jpg,train,0.015398,0.698201,0.294786,0.357032,0.797822,115.672507,0.178029,0.216276,0.876477,0.822956,0.168793,0.066993,1.049377,4.633238,0.084408,4.428868,0.254733,0.244051,0.014196,0.399234,1.126893,0.034093,0.033920,0.048730,ok,ok,ok,ok,low,ok,high,ok,low,high,low,low,ok,ok,ok,low,ok,low,ok,low,ok,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0061,data/raw/images/syn_0061.jpg,train,0.027458,0.812938,0.219842,0.376996,0.793484,101.856904,0.187882,0.246727,0.879790,0.793142,0.318517,0.124532,1.387092,6.120227,0.020140,6.839201,0.234220,0.291834,0.012135,0.447443,-1.212294,0.042907,0.062168,0.046951,high,high,low,ok,low,low,high,ok,ok,ok,ok,ok,high,ok,low,ok,low,ok,ok,ok,low,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0062,data/raw/images/syn_0062.jpg,train,0.026156,0.760511,0.330692,0.307234,0.934592,110.706540,0.174651,0.212302,0.806411,0.782121,0.172950,0.114571,1.041271,2.595432,0.050262,3.537084,0.230439,0.290076,0.024885,0.515454,0.319512,0.042191,0.038583,0.063220,high,high,high,low,ok,ok,high,ok,low,ok,low,ok,ok,ok,low,low,low,ok,high,ok,ok,high,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0063,data/raw/images/syn_0063.jpg,train,0.015897,0.734179,0.305538,0.326021,0.936081,117.888280,0.212354,0.207830,0.983459,0.818825,0.209552,0.154016,0.890938,-3.811983,0.097066,12.275814,0.261821,0.289559,0.027837,0.515593,-0.139665,0.037852,0.040081,0.048292,ok,ok,ok,ok,high,ok,high,ok,high,ok,low,high,low,low,high,high,ok,ok,high,ok,ok,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0064,data/raw/images/syn_0064.jpg,train,0.014847,0.687000,0.268227,0.375279,0.860788,116.349904,0.131293,0.228656,0.920015,0.787361,0.278415,0.112681,1.013477,4.732608,0.079713,8.774402,0.232327,0.311101,0.010765,0.507161,1.180778,0.032057,0.056981,0.052373,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0065,data/raw/images/syn_0065.jpg,train,0.028473,0.681287,0.331564,0.399660,0.914695,109.309670,0.133683,0.231996,0.818333,0.746895,0.336284,0.088295,1.241847,1.800897,0.086465,3.409345,0.276953,0.318509,0.023364,0.547704,4.633809,0.033671,0.040286,0.070885,high,ok,high,high,ok,low,ok,ok,low,ok,high,low,high,ok,ok,low,ok,ok,high,high,high,ok,low,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0066,data/raw/images/syn_0066.jpg,train,0.002350,0.693677,0.309484,0.382178,0.991515,117.951359,0.089298,0.208990,0.928703,0.758963,0.364747,0.113810,0.834623,5.633763,0.057046,14.799569,0.269453,0.243869,0.022794,0.598462,-3.510140,0.039225,0.060808,0.057108,low,ok,high,ok,high,ok,low,ok,ok,ok,high,ok,low,ok,low,high,ok,low,high,high,low,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0067,data/raw/images/syn_0067.jpg,train,0.022120,0.749513,0.252280,0.430549,0.785533,141.502760,0.185831,0.172555,0.919730,0.865192,0.250540,0.115940,0.989643,8.086155,0.067846,7.960698,0.278908,0.291696,0.003336,0.412923,-2.295641,0.022562,0.034353,0.046277,ok,ok,ok,high,low,high,high,low,ok,high,ok,ok,ok,high,ok,ok,ok,ok,low,low,low,low,low,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0068,data/raw/images/syn_0068.jpg,train,0.021603,0.723246,0.246935,0.309099,0.810463,101.345224,0.102924,0.248574,0.849769,0.781039,0.242917,0.180699,0.780461,4.676553,0.073325,4.915479,0.271032,0.306223,0.001311,0.501314,2.472921,0.042476,0.047680,0.072645,ok,ok,low,low,low,low,low,ok,low,ok,ok,high,low,ok,ok,low,ok,ok,low,ok,ok,high,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0069,data/raw/images/syn_0069.jpg,train,0.015638,0.601439,0.300924,0.355920,0.818235,129.198884,0.125851,0.260675,0.915865,0.825019,0.320769,0.131829,0.895193,7.218995,0.080435,16.009043,0.276753,0.330045,0.004351,0.459693,1.741795,0.022636,0.040957,0.053697,ok,low,ok,ok,low,high,ok,high,ok,high,ok,ok,low,high,ok,high,ok,high,low,ok,ok,low,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0070,data/raw/images/syn_0070.jpg,train,0.017066,0.732124,0.324684,0.339983,0.927661,116.264376,0.134180,0.230283,0.816614,0.783981,0.241705,0.096754,0.766951,2.449881,0.042451,11.480493,0.251624,0.232717,0.005265,0.517748,0.012791,0.029750,0.050570,0.053461,ok,ok,high,ok,ok,ok,ok,ok,low,ok,ok,low,low,ok,low,high,ok,low,low,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0071,data/raw/images/syn_0071.jpg,train,0.012901,0.719318,0.274419,0.396922,0.876272,116.633126,0.147414,0.218440,0.923167,0.766888,0.303328,0.116077,1.064076,4.990813,0.078477,7.999851,0.265132,0.306827,0.009275,0.482269,0.909144,0.030509,0.053055,0.058648,ok,ok,ok,high,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0072,data/raw/images/syn_0072.jpg,train,0.037159,0.876327,0.277738,0.317930,0.812136,137.289769,0.093849,0.207321,0.891697,0.885000,0.219199,0.147542,1.247003,3.416305,0.089310,1.845143,0.256913,0.291399,0.001000,0.500769,2.387916,0.018453,0.038053,0.046009,high,high,ok,low,low,high,low,ok,ok,high,low,high,high,ok,ok,low,ok,ok,low,ok,ok,low,low,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0073,data/raw/images/syn_0073.jpg,train,0.011650,0.701618,0.241675,0.309607,0.901456,112.297024,0.136796,0.210813,0.942860,0.770744,0.331692,0.122575,1.183355,8.364788,0.050790,11.687980,0.322399,0.261099,0.011681,0.462140,2.602085,0.036160,0.046968,0.070751,ok,ok,low,low,ok,ok,ok,ok,ok,ok,high,ok,high,high,low,high,high,low,ok,ok,ok,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0074,data/raw/images/syn_0074.jpg,train,0.007720,0.711701,0.320944,0.457672,0.844114,127.387535,0.146601,0.156702,0.872241,0.707714,0.249801,0.109580,1.054192,8.471929,0.088450,18.612251,0.251480,0.331570,0.016144,0.555328,0.553210,0.038762,0.074549,0.046350,low,ok,high,high,ok,ok,ok,low,low,low,ok,ok,ok,high,ok,high,ok,high,ok,high,ok,high,high,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0075,data/raw/images/syn_0075.jpg,train,0.017102,0.750258,0.262609,0.316238,1.008291,115.244199,0.192023,0.199663,0.909646,0.827828,0.267639,0.097528,0.942013,4.954353,0.066678,8.352271,0.180995,0.277675,0.010197,0.454368,-0.983967,0.024932,0.055846,0.072845,ok,ok,ok,low,high,ok,high,ok,ok,high,ok,low,ok,ok,ok,ok,low,ok,ok,ok,low,low,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0076,data/raw/images/syn_0076.jpg,train,0.001219,0.703424,0.319082,0.376723,0.873437,112.591449,0.140398,0.215957,0.810677,0.737053,0.163025,0.152276,1.173397,1.241181,0.096098,17.794590,0.238192,0.351971,0.015625,0.468165,-1.264776,0.027553,0.050261,0.027211,low,ok,high,ok,ok,ok,ok,ok,low,ok,low,high,high,low,high,high,ok,high,ok,ok,low,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0077,data/raw/images/syn_0077.jpg,train,0.024366,0.700696,0.298370,0.339039,1.089879,98.112584,0.112008,0.248208,1.037923,0.720455,0.389753,0.097074,1.244005,4.263881,0.124600,15.127941,0.237330,0.417428,0.001000,0.464319,6.019758,0.026122,0.047304,0.056568,ok,ok,ok,ok,high,low,low,ok,high,low,high,low,high,ok,high,high,low,high,low,ok,high,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0078,data/raw/images/syn_0078.jpg,train,0.019357,0.725808,0.272543,0.362461,0.891155,122.511972,0.142461,0.207470,0.920355,0.770691,0.299785,0.109529,1.070990,3.067778,0.086360,8.771162,0.261919,0.305049,0.011158,0.488447,1.468983,0.033462,0.055176,0.047556,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0079,data/raw/images/syn_0079.jpg,train,0.011836,0.811050,0.338102,0.365227,0.871178,113.977022,0.158917,0.243162,0.871045,0.819699,0.353974,0.096128,1.021974,5.622477,0.094455,6.317860,0.241496,0.281445,0.015852,0.501456,1.451456,0.021086,0.041920,0.062642,ok,high,high,ok,ok,ok,ok,ok,low,ok,high,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0080,data/raw/images/syn_0080.jpg,train,0.003347,0.733581,0.265568,0.329889,0.881869,138.116225,0.148664,0.208173,0.846331,0.810734,0.348202,0.135184,1.224893,5.668094,0.053935,7.820201,0.278370,0.328840,0.007069,0.476832,2.414674,0.042170,0.067063,0.062756,low,ok,ok,ok,ok,high,ok,ok,low,ok,high,ok,high,ok,low,ok,ok,ok,ok,ok,ok,high,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0081,data/raw/images/syn_0081.jpg,train,0.022755,0.658483,0.235962,0.355407,0.952911,122.744241,0.156833,0.159938,0.846917,0.847193,0.277922,0.087158,1.182325,4.903127,0.139029,13.000002,0.272134,0.293956,0.014323,0.474867,-2.096992,0.039420,0.058298,0.021944,ok,low,low,ok,high,ok,ok,low,low,high,ok,low,high,ok,high,high,ok,ok,ok,ok,low,high,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0082,data/raw/images/syn_0082.jpg,train,0.010374,0.670275,0.319236,0.357797,0.984118,98.901765,0.107726,0.262684,0.887239,0.716482,0.248400,0.101004,1.130899,7.913587,0.048262,6.836894,0.260499,0.303288,0.020333,0.485992,0.050492,0.023105,0.033103,0.050547,ok,low,high,ok,high,low,low,high,ok,low,ok,ok,ok,high,low,ok,ok,ok,high,ok,ok,low,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0083,data/raw/images/syn_0083.jpg,train,0.018173,0.775303,0.264889,0.476185,0.874646,112.199875,0.151418,0.181178,0.930445,0.656154,0.320566,0.121667,1.081586,4.541831,0.054525,4.405514,0.314825,0.319784,0.006027,0.501054,2.519277,0.047636,0.068324,0.059934,ok,high,ok,high,ok,ok,ok,low,ok,low,ok,ok,ok,ok,low,low,high,ok,ok,ok,ok,high,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0084,data/raw/images/syn_0084.jpg,train,0.012610,0.827021,0.275938,0.316474,0.794583,107.651242,0.129077,0.250616,0.965659,0.849064,0.289179,0.140787,1.388897,7.186013,0.112058,1.957446,0.234037,0.269955,0.001000,0.483684,4.981122,0.027717,0.057345,0.044751,ok,high,ok,low,low,low,ok,high,high,high,ok,high,high,high,high,low,low,low,low,ok,high,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0085,data/raw/images/syn_0085.jpg,train,0.016525,0.724280,0.268042,0.374675,0.846422,118.966702,0.136314,0.234891,0.929523,0.748738,0.243664,0.113742,1.031167,3.834619,0.080151,8.673596,0.248048,0.281995,0.012631,0.475488,1.435392,0.030716,0.054480,0.059460,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0086,data/raw/images/syn_0086.jpg,train,0.001000,0.646468,0.305664,0.438370,0.865605,102.847410,0.079966,0.230422,0.857532,0.910535,0.420496,0.125658,1.122819,3.587305,0.102836,7.987718,0.262217,0.354416,0.018262,0.586549,-2.592074,0.027555,0.044153,0.065101,low,low,ok,high,ok,low,low,ok,low,high,high,ok,ok,ok,high,ok,ok,high,ok,high,low,ok,low,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0087,data/raw/images/syn_0087.jpg,train,0.012077,0.756140,0.233240,0.355283,1.040790,137.660419,0.083644,0.234583,0.961318,0.750396,0.213857,0.136550,1.065124,5.933893,0.076839,17.324661,0.228016,0.280160,0.017149,0.516587,-1.946784,0.042379,0.037503,0.055077,ok,ok,low,ok,high,high,low,ok,high,ok,low,ok,ok,ok,ok,high,low,ok,ok,ok,low,high,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0088,data/raw/images/syn_0088.jpg,train,0.014316,0.677543,0.325330,0.242647,0.828845,107.166834,0.166247,0.282017,0.958773,0.863717,0.146527,0.124090,0.842545,2.687621,0.084893,8.378498,0.308151,0.220855,0.003643,0.405969,-2.596977,0.040046,0.057189,0.073679,ok,ok,high,low,ok,low,high,high,high,high,low,ok,low,ok,ok,ok,high,low,low,low,low,high,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0089,data/raw/images/syn_0089.jpg,train,0.032222,0.724089,0.241215,0.409590,0.831588,103.606914,0.105488,0.224874,0.983276,0.783157,0.353466,0.122284,0.986033,13.524108,0.116421,8.787628,0.230873,0.235639,0.016014,0.467224,2.667502,0.034584,0.060235,0.068707,high,ok,low,high,ok,low,low,ok,high,ok,high,ok,ok,high,high,ok,low,low,ok,ok,ok,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0090,data/raw/images/syn_0090.jpg,train,0.021771,0.676593,0.249178,0.389156,0.804972,126.620106,0.161426,0.218245,0.880929,0.673420,0.212562,0.079352,1.054001,2.451994,0.061587,11.490422,0.264526,0.301903,0.017581,0.531823,-2.507060,0.037653,0.033293,0.045467,ok,ok,low,ok,low,ok,high,ok,ok,low,low,low,ok,ok,low,high,ok,ok,ok,high,low,ok,low,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0091,data/raw/images/syn_0091.jpg,train,0.030146,0.761473,0.306590,0.369104,0.978908,99.510391,0.130845,0.221894,1.021764,0.841593,0.342306,0.100966,1.387449,5.651329,0.059882,17.381437,0.210058,0.265252,0.009660,0.430979,2.818028,0.034214,0.056362,0.077726,high,high,ok,ok,high,low,ok,ok,high,high,high,ok,high,ok,low,high,low,low,ok,low,ok,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0092,data/raw/images/syn_0092.jpg,train,0.013098,0.740496,0.271753,0.378277,0.913341,124.904659,0.138571,0.208367,0.924099,0.779199,0.253557,0.124597,1.015400,5.261758,0.084826,7.718663,0.260316,0.297574,0.010857,0.518729,0.914877,0.032111,0.057974,0.053847,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0093,data/raw/images/syn_0093.jpg,train,0.010457,0.640254,0.327681,0.395600,0.912895,99.894449,0.155107,0.231412,0.903097,0.697396,0.276599,0.098229,1.062005,4.221690,0.073237,11.528094,0.257688,0.321163,0.016184,0.530409,-0.910149,0.029238,0.066064,0.056842,ok,low,high,ok,ok,low,ok,ok,ok,low,ok,low,ok,ok,ok,high,ok,ok,ok,high,low,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0094,data/raw/images/syn_0094.jpg,train,0.031510,0.764715,0.262213,0.404026,0.861976,129.479254,0.195613,0.263664,1.034475,0.686905,0.247098,0.113341,0.989956,5.303568,0.072638,12.424430,0.294467,0.316539,0.001878,0.507369,3.185725,0.034831,0.055360,0.071804,high,high,ok,high,ok,high,high,high,high,low,ok,ok,ok,ok,ok,high,high,ok,low,ok,ok,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0095,data/raw/images/syn_0095.jpg,train,0.011419,0.697998,0.306682,0.386540,0.939682,114.591871,0.100559,0.170497,0.898366,0.827546,0.327536,0.074602,1.130084,3.694707,0.059158,16.763100,0.269239,0.333097,0.037675,0.450944,0.508025,0.043912,0.039308,0.055888,ok,ok,ok,ok,high,ok,low,low,ok,high,high,low,ok,ok,low,high,ok,high,high,ok,ok,high,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0096,data/raw/images/syn_0096.jpg,train,0.018555,0.778211,0.296216,0.314341,0.948057,128.141793,0.108470,0.192488,0.893710,0.711040,0.343880,0.111904,1.008325,0.367855,0.072109,13.939807,0.286190,0.235304,0.002103,0.511780,0.254695,0.027574,0.044674,0.039027,ok,high,ok,low,high,high,low,low,ok,low,high,ok,ok,low,ok,high,high,low,low,ok,ok,ok,low,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0097,data/raw/images/syn_0097.jpg,train,0.019143,0.697184,0.325615,0.356665,0.812438,126.325666,0.180384,0.190571,0.834871,0.751262,0.199005,0.161040,0.841838,2.853068,0.109470,11.484850,0.242022,0.268677,0.010185,0.467992,5.240996,0.030763,0.038800,0.066829,ok,ok,high,ok,low,ok,high,low,low,ok,low,high,low,ok,high,high,ok,low,ok,ok,high,ok,low,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0098,data/raw/images/syn_0098.jpg,train,0.030438,0.706392,0.310885,0.362562,0.795524,117.027104,0.105660,0.194634,0.873055,0.799971,0.291189,0.087008,0.912022,3.990578,0.089287,8.288965,0.182762,0.351476,0.029723,0.559190,2.860260,0.037376,0.047150,0.057263,high,ok,high,ok,low,ok,low,ok,low,ok,ok,low,low,ok,ok,ok,low,high,high,high,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0099,data/raw/images/syn_0099.jpg,train,0.014608,0.721826,0.265703,0.367315,0.873795,120.301207,0.141369,0.215404,0.930542,0.762399,0.276027,0.116640,1.077899,3.933924,0.081350,8.525471,0.239471,0.290737,0.012290,0.492656,1.857867,0.034622,0.054335,0.055302,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0100,data/raw/images/syn_0100.jpg,train,0.012002,0.693860,0.246783,0.332836,0.866667,110.181351,0.140797,0.147255,0.941397,0.790647,0.306774,0.108413,0.973767,7.438263,0.076910,15.946198,0.210786,0.290105,0.001000,0.440663,-0.474979,0.028154,0.064394,0.041273,ok,ok,low,ok,ok,low,ok,low,ok,ok,ok,ok,ok,high,ok,high,low,ok,low,low,low,ok,high,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0101,data/raw/images/syn_0101.jpg,train,0.025320,0.633547,0.263779,0.425990,0.912343,121.267364,0.158903,0.243039,0.951400,0.864220,0.217693,0.118232,1.145590,6.623748,0.091161,13.226146,0.242465,0.246011,0.024724,0.479960,0.128284,0.032286,0.049813,0.067074,ok,low,ok,high,ok,ok,ok,ok,ok,high,low,ok,ok,high,ok,high,ok,low,high,ok,ok,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0102,data/raw/images/syn_0102.jpg,train,0.028682,0.738704,0.301635,0.361630,0.951856,89.640165,0.104954,0.218403,0.899326,0.722969,0.317198,0.095540,1.082604,4.435014,0.081154,4.683261,0.253239,0.349077,0.017435,0.528142,1.299795,0.018382,0.049402,0.053192,high,ok,ok,ok,high,low,low,ok,ok,low,ok,low,ok,ok,ok,low,ok,high,ok,high,ok,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0103,data/raw/images/syn_0103.jpg,train,0.033618,0.788157,0.296994,0.317174,0.888991,114.859222,0.132695,0.170659,0.943195,0.778209,0.328263,0.083459,0.880953,16.761953,0.062399,9.150331,0.275321,0.260713,0.029276,0.476719,1.873700,0.046547,0.045508,0.049148,high,high,ok,low,ok,ok,ok,low,ok,ok,high,low,low,high,low,ok,ok,low,high,ok,ok,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0104,data/raw/images/syn_0104.jpg,train,0.013854,0.637641,0.291034,0.383653,0.892832,125.869964,0.165970,0.233548,0.907928,0.853225,0.238200,0.154909,1.021057,6.676810,0.116531,-1.059191,0.253271,0.283842,0.029074,0.459659,8.322549,0.019777,0.059194,0.050364,ok,low,ok,ok,ok,ok,high,ok,ok,high,ok,high,ok,high,high,low,ok,ok,high,ok,high,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0105,data/raw/images/syn_0105.jpg,train,0.024061,0.686091,0.261959,0.268859,0.887572,100.024936,0.100710,0.223475,0.913933,0.841625,0.198812,0.130525,1.098375,2.941701,0.063927,7.683630,0.290940,0.285050,0.020473,0.466310,5.811989,0.032214,0.052893,0.035670,ok,ok,ok,low,ok,low,low,ok,ok,high,low,ok,ok,ok,low,ok,high,ok,high,ok,high,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0106,data/raw/images/syn_0106.jpg,train,0.013719,0.725719,0.277726,0.363516,0.868019,117.548685,0.135322,0.222952,0.917273,0.807970,0.269679,0.126993,1.010457,3.592834,0.075792,9.259637,0.263824,0.301372,0.012586,0.466445,2.376821,0.034779,0.054897,0.055040,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0107,data/raw/images/syn_0107.jpg,train,0.025790,0.709485,0.271993,0.335360,0.855788,112.287278,0.161896,0.206868,0.898582,0.742391,0.190030,0.159005,1.126289,7.032753,0.069402,13.828802,0.265082,0.358105,0.011866,0.477767,0.180114,0.032620,0.057700,0.072912,ok,ok,ok,ok,ok,ok,high,ok,ok,ok,low,high,ok,high,ok,high,ok,high,ok,ok,ok,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0108,data/raw/images/syn_0108.jpg,train,0.036477,0.725397,0.328762,0.224117,0.847080,120.996537,0.166614,0.236924,0.917197,0.752310,0.232014,0.167549,1.218334,8.577220,0.080212,5.862123,0.279414,0.299015,0.010719,0.478757,-0.082378,0.025029,0.052091,0.038375,high,ok,high,low,ok,ok,high,ok,ok,ok,low,high,high,high,ok,ok,ok,ok,ok,ok,ok,low,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0109,data/raw/images/syn_0109.jpg,train,0.025179,0.770313,0.249218,0.268629,0.907551,120.861190,0.140615,0.166623,0.824113,0.882694,0.267016,0.132610,1.039388,5.447390,0.054435,6.217162,0.212562,0.256514,0.004910,0.389673,0.347002,0.026313,0.040765,0.053406,ok,high,low,low,ok,ok,ok,low,low,high,ok,ok,ok,ok,low,ok,low,low,low,low,ok,low,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0110,data/raw/images/syn_0110.jpg,train,0.017864,0.669782,0.360479,0.395910,0.958516,114.059400,0.166808,0.250623,0.869075,0.739067,0.454913,0.109720,1.123029,3.248894,0.096628,4.021659,0.224815,0.345374,0.013985,0.356119,1.558536,0.030544,0.063528,0.058853,ok,low,high,high,high,ok,high,high,low,ok,high,ok,ok,ok,high,low,low,high,ok,low,ok,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0111,data/raw/images/syn_0111.jpg,train,0.022106,0.725248,0.291619,0.302369,0.822957,107.772275,0.099765,0.251530,0.973879,0.816840,0.243926,0.106572,0.984019,7.895144,0.090533,14.955641,0.226065,0.290975,0.001000,0.409138,1.111850,0.029314,0.048846,0.036583,ok,ok,ok,low,low,low,low,high,high,ok,ok,ok,ok,high,ok,high,low,ok,low,low,ok,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0112,data/raw/images/syn_0112.jpg,train,0.020361,0.702968,0.316595,0.387525,0.788178,122.748303,0.122034,0.281300,0.918521,0.749789,0.255608,0.082478,1.241169,11.417742,0.045404,6.992828,0.256136,0.276229,0.024175,0.542372,0.886641,0.048570,0.055393,0.052097,ok,ok,high,ok,low,ok,ok,high,ok,ok,ok,low,high,high,low,ok,ok,ok,high,high,ok,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0113,data/raw/images/syn_0113.jpg,train,0.018839,0.708810,0.294531,0.367708,0.873788,117.443444,0.133192,0.222625,0.903830,0.780048,0.272242,0.123544,1.089096,4.688571,0.079387,7.290376,0.257378,0.299834,0.013220,0.472898,0.895450,0.032347,0.059076,0.060617,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
